,BioScience.txt,Zoological Records.txt,Philosophy.txt,Medical.txt,Law.txt,Humanities.txt,Chemical.txt,Religion.txt,Economics.txt,Anthropology.txt,Korean Medical Terms.txt,Astronomy and Astrophysics.txt,,,,,,,,,,,,,
antofagasta,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
antonie,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
antwerp,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
antwerpen,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
anu,7,10,1,2,0,0,0,0,0,3,0,0,,,,,,,,,,,,,
anual,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
anuario,4,3,1,1,0,1,0,0,0,3,0,0,,,,,,,,,,,,,
anz,2,11,0,4,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
anzeiger,2,11,0,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
aoac,2,2,0,3,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
aoceanography,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aoml,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aomori,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
apheresis,4,0,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
apic,1,4,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
apicultural,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
apidologie,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
apl,2,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
aplicada,2,2,0,0,0,3,0,0,2,0,0,0,,,,,,,,,,,,,
apmis,2,2,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
appetite,2,2,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
appl,89,103,0,126,0,0,46,0,20,0,0,0,,,,,,,,,,,,,
applicata,1,3,0,2,0,2,0,0,1,0,0,1,,,,,,,,,,,,,
application,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
applications,6,9,0,15,0,0,2,0,0,0,0,36,,,,,,,,,,,,,
applied,75,85,8,81,0,12,46,0,17,0,0,96,,,,,,,,,,,,,
appliquee,6,3,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,
apuntes,2,0,2,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
aqua,6,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquac,12,15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquacanu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquacult,37,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquacultbamidgeh,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquacultural,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquaculture,49,32,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,
aquaculturebamidgeh,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquanot,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquanoticias,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquaphyte,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquar,3,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquaricult,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquariculture,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquarist,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquarium,4,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquarius,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquarum,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquat,52,50,0,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
aquatic,46,47,0,1,0,0,1,0,0,0,0,2,,,,,,,,,,,,,
aquatica,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquatiques,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquatron,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aquilo,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ar,2,2,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
arab,3,15,0,0,0,0,0,4,0,1,0,0,,,,,,,,,,,,,
arabia,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arachnol,3,21,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arachnological,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arachnologische,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arachnology,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arb,3,5,0,4,1,0,0,0,0,1,0,0,,,,,,,,,,,,,
arbeidsnotat,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arbeiten,2,5,0,2,0,4,0,0,0,0,0,0,,,,,,,,,,,,,
arbeitsgem,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arbeitsgemeinschaft,2,10,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
arbejdsrapp,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arbejdsrapporter,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arch,43,77,9,401,0,0,12,9,1,7,0,2,,,,,,,,,,,,,
archaeology,1,22,0,0,0,0,0,14,0,17,0,0,,,,,,,,,,,,,
archeur,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
archit,3,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
architectural,1,0,0,1,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
architecture,2,0,0,4,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
archiv,12,16,4,53,0,10,1,21,1,3,0,4,,,,,,,,,,,,,
archive,1,2,0,2,0,0,0,0,0,0,0,4,,,,,,,,,,,,,
archives,27,47,3,109,0,0,11,11,2,1,0,7,,,,,,,,,,,,,
archiveuropean,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
archivio,1,3,2,36,0,1,0,2,0,1,0,0,,,,,,,,,,,,,
archivos,2,3,0,23,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
archiwum,1,3,0,4,0,0,0,0,0,0,0,8,,,,,,,,,,,,,
arct,3,9,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
arctic,7,13,0,3,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
ardea,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
area,4,14,1,0,0,1,0,0,0,2,0,0,,,,,,,,,,,,,
areas,6,12,0,4,0,0,2,2,2,0,0,1,,,,,,,,,,,,,
argent,9,29,0,34,0,0,1,0,1,0,0,0,,,,,,,,,,,,,
argentina,6,13,2,13,0,0,1,0,0,0,0,4,,,,,,,,,,,,,
argentino,3,16,0,2,0,0,0,0,1,0,0,2,,,,,,,,,,,,,
argonne,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arh,1,2,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arhiv,1,3,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arid,4,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arkansas,2,3,0,4,2,1,0,0,0,0,0,0,,,,,,,,,,,,,
arkh,1,1,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arkhiv,1,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arkt,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arkticheskogo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arktiki,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
arl,6,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
army,42,10,0,10,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
arom,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aromatic,3,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
arq,4,15,0,26,0,1,0,0,0,1,0,0,,,,,,,,,,,,,
arquipelago,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arquivos,4,13,0,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ars,2,2,0,3,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
artenschutz,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arteriosclerosis,1,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arth,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arthrit,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arthritis,3,0,0,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arthropod,2,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
arthroscopy,3,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
artif,5,1,0,24,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
artificial,7,1,0,16,0,1,1,0,0,0,0,4,,,,,,,,,,,,,
arts,4,16,6,4,4,35,0,14,0,9,0,2,,,,,,,,,,,,,
artsrap,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
artsrapport,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aruibull,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
asae,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
asamushi,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
asean,2,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,
ashrae,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
asia,6,8,0,7,2,5,0,11,6,3,0,0,,,,,,,,,,,,,
asian,48,40,6,15,8,8,6,20,16,17,0,1,,,,,,,,,,,,,
asianpacific,1,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,
asiapac,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
asiapacif,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
asiapacific,5,1,0,1,0,0,0,0,8,0,0,0,,,,,,,,,,,,,
asin,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
asme,10,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,
asoc,2,11,0,16,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
asociacion,2,11,0,9,0,0,1,0,0,0,0,2,,,,,,,,,,,,,
aspects,5,2,0,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
assay,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
assess,19,7,0,10,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
assessment,19,7,0,9,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
assisted,4,0,0,3,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
assoc,43,120,1,408,0,0,2,7,4,0,11,0,,,,,,,,,,,,,
association,43,108,4,225,2,29,2,22,4,5,11,17,,,,,,,,,,,,,
assur,1,0,0,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
assurance,1,0,0,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
asthma,2,0,0,17,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
astrobiology,2,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
astronaut,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
astronautica,1,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,
astronautical,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
astronautics,2,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,
atertio,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
athletic,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
atl,9,15,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
atlantic,22,14,6,0,0,2,0,6,2,0,0,0,,,,,,,,,,,,,
atlantica,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
atlanticheskogo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
atlantniro,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
atmos,15,4,0,2,0,0,1,0,0,0,0,1,,,,,,,,,,,,,
atmosfera,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
atmosfery,1,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,
atmosphereocean,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
atmospheric,16,4,0,1,0,0,1,0,0,0,0,15,,,,,,,,,,,,,
atoll,2,2,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
atomic,2,2,0,2,0,0,7,2,0,0,0,12,,,,,,,,,,,,,
atti,4,70,0,15,0,2,0,0,0,0,0,5,,,,,,,,,,,,,
atun,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
atunero,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
audiol,1,0,0,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
audiology,3,0,0,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
audubon,2,18,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
augusto,3,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
auk,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aus,13,42,1,11,0,4,3,0,1,2,0,0,,,,,,,,,,,,,
aust,82,148,0,86,0,0,2,2,0,4,0,0,,,,,,,,,,,,,
austasia,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
austral,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
australas,7,15,0,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
australasia,1,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
australasian,7,14,2,8,0,2,0,0,2,0,0,0,,,,,,,,,,,,,
australia,31,56,1,3,0,3,1,0,0,1,0,6,,,,,,,,,,,,,
australian,58,89,2,51,1,7,1,7,22,3,0,10,,,,,,,,,,,,,
austrobaileya,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
auth,18,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
authority,18,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
auto,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
autoimmun,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
autoimmunity,4,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
automat,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
automated,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,
automation,1,0,2,0,0,0,3,0,0,0,0,4,,,,,,,,,,,,,
automobile,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
auton,17,14,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
autonoma,15,12,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
autonomic,2,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aux,1,0,0,10,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
av,3,3,0,4,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
aveiro,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
avian,8,34,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aviat,2,1,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
aviation,2,1,0,4,0,0,0,0,0,0,0,4,,,,,,,,,,,,,
avicennia,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
avocetta,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
avuls,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
avulsas,2,17,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
avulsos,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
b,87,255,2,182,0,1,88,7,2,2,0,67,,,,,,,,,,,,,
babol,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bacteriol,2,4,0,27,0,0,2,0,0,0,1,0,,,,,,,,,,,,,
bacteriology,2,3,0,9,0,0,2,0,0,0,1,0,,,,,,,,,,,,,
baetica,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bahamas,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bahrain,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
baja,14,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bajkala,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bakteriol,1,0,0,32,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bakteriologie,1,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
balt,4,5,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,
baltic,4,4,0,0,0,2,0,0,0,0,0,1,,,,,,,,,,,,,
ban,4,34,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
banados,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bangalore,1,6,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
bangladesh,4,20,0,3,0,0,0,0,4,0,0,0,,,,,,,,,,,,,
bank,2,2,0,0,1,0,0,0,62,0,0,3,,,,,,,,,,,,,
banking,2,0,0,0,3,0,0,0,10,0,0,0,,,,,,,,,,,,,
banmar,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
baohu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
barc,2,14,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
barcelona,2,16,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
barco,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
barrackpore,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
barrier,12,12,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
base,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
basel,2,22,0,22,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
basic,10,10,0,25,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
basil,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
basiliensia,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
basin,4,14,0,0,2,0,0,0,0,4,0,0,,,,,,,,,,,,,
batalleria,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
battelle,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bay,13,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bayer,1,13,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bayerische,1,1,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
bayern,2,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bbs,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bc,4,2,0,3,4,1,0,0,0,0,0,0,,,,,,,,,,,,,
beach,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
beagle,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
beaufortia,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bechedemer,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bed,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bee,2,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
behav,39,51,3,102,1,0,1,0,2,1,0,0,,,,,,,,,,,,,
behavior,24,23,5,39,1,3,0,0,2,1,0,3,,,,,,,,,,,,,
behavioral,6,9,1,33,0,0,0,0,4,0,0,1,,,,,,,,,,,,,
behaviors,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
behaviour,8,14,1,6,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
behavioural,2,6,0,4,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
beider,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
beitr,8,41,1,38,0,0,0,0,0,3,0,0,,,,,,,,,,,,,
beitraege,7,40,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,
beitrage,1,1,1,19,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
belg,13,33,0,63,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
belge,6,14,0,26,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
belgi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
belgian,2,3,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
belgica,1,4,0,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
belgique,5,15,0,6,0,0,0,0,0,0,0,10,,,,,,,,,,,,,
belgiqueverhandelingen,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
belgisch,5,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
belgische,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
belgverh,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
belomorskoj,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
benakeiou,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bengal,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
benthol,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
benthological,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
beob,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
beobachtungen,1,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
ber,16,45,0,8,0,0,3,0,0,2,0,0,,,,,,,,,,,,,
bergen,12,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
berichte,15,37,0,3,0,1,2,0,0,1,0,6,,,,,,,,,,,,,
berichtemarine,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
berichten,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
berkeley,2,0,2,3,12,0,0,0,0,0,0,0,,,,,,,,,,,,,
berl,1,28,0,26,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
berliner,1,7,0,1,0,0,0,0,0,1,0,2,,,,,,,,,,,,,
bermar,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bermuda,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bernardino,1,22,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bertanggungjawab,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bespozv,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bespozvonochnykh,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
better,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
beverage,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biann,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
biannual,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
bibliogr,4,16,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
bibliographies,2,3,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
bibliography,2,5,0,0,0,10,0,11,0,0,0,0,,,,,,,,,,,,,
bidston,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bienn,6,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biennial,6,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bifidobact,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bifidobacteria,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bilangan,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bilans,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biljeskeinstitute,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
billfish,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
binnenfisch,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
binnenfischerei,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bio,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bioacoustics,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bioact,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
bioactive,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
bioanal,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bioanalytical,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bioavail,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bioavailability,1,2,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
biobehav,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biobehavioral,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biocatalysis,2,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
biocenosis,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biochem,51,85,0,202,0,0,58,0,0,0,0,0,,,,,,,,,,,,,
biochemical,14,19,0,33,0,0,17,0,0,0,0,5,,,,,,,,,,,,,
biochemistry,39,67,0,138,0,0,40,0,0,0,0,9,,,,,,,,,,,,,
biochim,4,16,0,18,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
biochimica,4,12,0,5,0,0,2,0,0,0,0,4,,,,,,,,,,,,,
biochimie,2,6,0,7,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
biocienc,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biociencias,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bioconj,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
bioconjugate,1,0,0,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
biocontrol,8,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biocosme,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biocycle,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
biodegrad,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
